date,sentiment,lexicon
7/2/2021,2,afinn
4/4/2021,-3,afinn
4/25/2021,-3,afinn
4/18/2020,-1,afinn
5/7/2020,-3,afinn
3/7/2021,2,afinn
9/19/2020,NA,afinn
8/26/2021,NA,afinn
7/13/2020,-3,afinn
10/8/2020,NA,afinn
9/18/2020,NA,afinn
2/3/2021,-3,afinn
7/23/2021,-1,afinn
12/9/2020,NA,afinn
7/24/2021,NA,afinn
9/20/2021,-1,afinn
6/24/2021,NA,afinn
6/11/2020,-2,afinn
9/9/2020,NA,afinn
11/18/2020,NA,afinn
9/20/2021,-2,afinn
11/12/2020,2,afinn
5/15/2020,-1,afinn
6/24/2020,-3,afinn
8/16/2021,-7,afinn
8/30/2021,-2,afinn
6/9/2021,-3,afinn
7/29/2020,-1,afinn
9/3/2021,-4,afinn
9/1/2020,NA,afinn
9/1/2020,NA,afinn
1/16/2021,-2,afinn
8/31/2021,NA,afinn
8/24/2021,NA,afinn
7/6/2021,-2,afinn
6/15/2021,NA,afinn
9/11/2020,NA,afinn
9/7/2021,-2,afinn
8/21/2021,-3,afinn
3/7/2020,NA,afinn
3/7/2020,NA,afinn
3/5/2020,-5,afinn
1/29/2021,-7,afinn
10/8/2020,NA,afinn
7/11/2021,-3,afinn
5/2/2020,NA,afinn
3/31/2020,NA,afinn
4/20/2021,NA,afinn
11/15/2020,NA,afinn
9/14/2020,-8,afinn
4/21/2021,0,afinn
1/21/2021,-4,afinn
6/9/2021,NA,afinn
7/13/2021,-1,afinn
12/27/2020,NA,afinn
9/12/2021,-2,afinn
1/13/2021,NA,afinn
1/1/2021,2,afinn
8/30/2021,NA,afinn
8/28/2021,-4,afinn
4/21/2020,NA,afinn
10/16/2020,NA,afinn
2/23/2021,-4,afinn
11/22/2020,-2,afinn
7/1/2020,NA,afinn
3/13/2020,NA,afinn
4/15/2021,-3,afinn
8/17/2021,NA,afinn
9/7/2021,NA,afinn
7/10/2021,NA,afinn
11/11/2020,NA,afinn
3/1/2020,-2,afinn
7/27/2021,NA,afinn
2/13/2021,NA,afinn
8/18/2021,NA,afinn
7/8/2021,-3,afinn
4/13/2021,1,afinn
1/20/2021,NA,afinn
9/8/2020,1,afinn
9/1/2021,NA,afinn
8/19/2021,-2,afinn
4/13/2021,NA,afinn
9/1/2021,-1,afinn
8/23/2020,1,afinn
6/17/2021,NA,afinn
1/10/2021,2,afinn
1/8/2021,-3,afinn
